tik,uik,voters,turnout,putin,stationary,cam,marked,gaps
TIK-11,497,1188,70%,53%,1173,c2,yes,
TIK-12,1738,1226,70%,52%,1192,c1,yes,
TIK-12,1738,1226,70%,52%,1192,c2,yes,
TIK-12,1763,1650,70%,53%,1645,c1,yes,
TIK-12,1763,1650,70%,53%,1645,c2,yes,
TIK-14,267,885,70%,46%,744,c1,yes,
TIK-14,267,885,70%,46%,744,c2,yes,
TIK-17,523,1344,70%,53%,1310,c1,yes,
TIK-17,523,1344,70%,53%,1310,c2,yes,
TIK-17,525,1390,70%,51%,1360,c1,yes,
TIK-17,525,1390,70%,51%,1360,c2,yes,
TIK-17,554,1112,70%,52%,1066,c1,yes,
TIK-17,554,1112,70%,52%,1066,c2,yes,
TIK-17,558,1249,70%,55%,1209,c1,yes,
TIK-17,558,1249,70%,55%,1209,c2,yes,
TIK-17,560,1045,70%,53%,1028,c1,yes,
TIK-17,560,1045,70%,53%,1028,c2,yes,
TIK-18,1631,1431,70%,56%,1419,c1,yes,
TIK-18,1631,1431,70%,56%,1419,c2,,
TIK-18,1633,1216,70%,55%,1192,c1,yes,
TIK-18,1633,1216,70%,55%,1192,c2,,
TIK-18,1641,1417,70%,52%,1389,c1,yes,
TIK-18,1641,1417,70%,52%,1389,c2,yes,
TIK-19,1287,819,70%,51%,790,c1,yes,
TIK-19,1287,819,70%,51%,790,c2,yes,
TIK-19,1317,1039,70%,50%,968,c1,yes,
TIK-19,1317,1039,70%,50%,968,c2,yes,
TIK-19,1331,657,70%,49%,633,c1,yes,
TIK-19,1331,657,70%,49%,633,c2,yes,
TIK-20,1954,1596,70%,56%,1538,c1,yes,
TIK-20,1954,1596,70%,56%,1538,c2,yes,
TIK-20,1964,977,70%,54%,924,c1,yes,
TIK-20,1964,977,70%,54%,924,c2,yes,
TIK-20,1969,1526,70%,53%,1477,c1,yes,
TIK-20,1969,1526,70%,53%,1477,c2,yes,
TIK-20,1973,1206,70%,52%,1076,c1,yes,
TIK-20,1973,1206,70%,52%,1076,c2,yes,
TIK-20,1974,1524,70%,54%,1454,c1,yes,
TIK-20,1974,1524,70%,54%,1454,c2,yes,
TIK-20,2002,975,70%,55%,948,c1,yes,
TIK-20,2002,975,70%,55%,948,c2,yes,
TIK-22,338,1218,70%,45%,1174,c1,yes,
TIK-22,338,1218,70%,45%,1174,c2,yes,
TIK-22,344,1409,70%,49%,1361,c1,yes,
TIK-22,344,1409,70%,49%,1361,c2,yes,
TIK-22,361,1228,70%,49%,1182,c1,yes,
TIK-22,361,1228,70%,49%,1182,c2,yes,
TIK-22,370,1214,70%,48%,1172,c1,yes,
TIK-22,370,1214,70%,48%,1172,c2,yes,
TIK-22,371,1337,70%,49%,1282,c1,yes,
TIK-22,371,1337,70%,49%,1282,c2,yes,
TIK-22,388,1416,70%,52%,1370,c1,yes,
TIK-22,388,1416,70%,52%,1370,c2,yes,
TIK-22,390,669,70%,49%,655,c1,yes,
TIK-22,390,669,70%,49%,655,c2,yes,
TIK-22,398,1050,70%,53%,1000,c1,yes,
TIK-22,398,1050,70%,53%,1000,c2,yes,
TIK-23,2046,1356,70%,58%,1301,c1,yes,
TIK-23,2046,1356,70%,58%,1301,c2,,
TIK-23,2055,1254,70%,57%,1222,c1,yes,
TIK-23,2055,1254,70%,57%,1222,c2,yes,
TIK-23,2056,1479,70%,57%,1451,c1,,
TIK-23,2056,1479,70%,57%,1451,c2,yes,
TIK-23,2072,1262,70%,52%,1225,c1,yes,
TIK-23,2072,1262,70%,52%,1225,c2,,
TIK-25,1004,1083,70%,52%,991,c1,yes,
TIK-25,1004,1083,70%,52%,991,c2,yes,
TIK-25,1008,1243,70%,55%,1145,c1,yes,
TIK-25,1008,1243,70%,55%,1145,c2,yes,
TIK-25,1012,850,70%,52%,836,c1,yes,
TIK-25,1012,850,70%,52%,836,c2,,
TIK-25,1036,1149,70%,54%,1076,c1,yes,
TIK-25,1036,1149,70%,54%,1076,c2,yes,
TIK-25,994,1360,70%,52%,1343,c1,,
TIK-25,994,1360,70%,52%,1343,c2,,
TIK-27,1379,1295,70%,54%,1269,c1,yes,
TIK-27,1379,1295,70%,54%,1269,c2,yes,
TIK-27,1395,1013,70%,47%,994,c1,,
TIK-27,1395,1013,70%,47%,994,c2,,
TIK-27,1411,416,70%,49%,393,c1,yes,
TIK-27,1411,416,70%,49%,393,c2,yes,
TIK-29,2125,1101,70%,56%,1027,c1,,
TIK-29,2125,1101,70%,56%,1027,c2,yes,
TIK-29,2145,1428,70%,54%,1404,c1,yes,
TIK-29,2145,1428,70%,54%,1404,c2,yes,
TIK-29,2161,1833,70%,49%,1783,c1,,
TIK-29,2161,1833,70%,49%,1783,c2,yes,
TIK-3,616,1574,69%,52%,1545,c1,yes,
TIK-3,616,1574,69%,52%,1545,c2,,
TIK-4,903,1478,69%,53%,1332,c1,,
TIK-4,903,1478,69%,53%,1332,c2,,
TIK-4,907,1273,69%,51%,1196,c1,yes,
TIK-4,907,1273,69%,51%,1196,c2,yes,
TIK-4,912,1044,69%,50%,1004,c1,,
TIK-4,912,1044,69%,50%,1004,c2,,
TIK-4,935,1144,69%,54%,1111,c1,yes,
TIK-4,935,1144,69%,54%,1111,c2,yes,
TIK-4,936,1215,69%,53%,1186,c1,yes,
TIK-4,936,1215,69%,53%,1186,c2,yes,
TIK-4,946,961,69%,47%,870,c1,yes,
TIK-4,946,961,69%,47%,870,c2,yes,
TIK-4,960,1358,69%,52%,1326,c1,yes,
TIK-4,960,1358,69%,52%,1326,c2,yes,
TIK-5,1529,1700,69%,51%,1685,c1,yes,
TIK-5,1529,1700,69%,51%,1685,c2,yes,
TIK-8,1685,2235,69%,52%,2184,c1,yes,
TIK-8,1685,2235,69%,52%,2184,c2,,
TIK-9,1805,1419,69%,51%,1336,c1,yes,
TIK-9,1805,1419,69%,51%,1336,c2,yes,
TIK-10,206,1171,69%,50%,1144,c1,yes,
TIK-10,206,1171,69%,50%,1144,c2,yes,
TIK-10,228,1255,69%,51%,1232,c1,,
TIK-10,228,1255,69%,51%,1232,c2,yes,
TIK-10,232,1457,69%,50%,1409,c1,yes,
TIK-10,232,1457,69%,50%,1409,c2,yes,
TIK-10,242,1177,69%,50%,1158,c1,yes,
TIK-10,242,1177,69%,50%,1158,c2,yes,
TIK-11,441,1562,69%,50%,1513,c1,,
TIK-11,441,1562,69%,50%,1513,c2,yes,
TIK-11,461,1606,69%,53%,1574,c1,yes,
TIK-11,461,1606,69%,53%,1574,c2,yes,
TIK-14,273,1472,69%,56%,1436,c1,yes,
TIK-14,273,1472,69%,56%,1436,c2,yes,
TIK-14,291,728,69%,56%,695,c1,yes,
TIK-14,291,728,69%,56%,695,c2,yes,
TIK-15,1230,1309,69%,56%,1248,c1,yes,
TIK-15,1230,1309,69%,56%,1248,c2,yes,
TIK-17,530,1470,69%,52%,1423,c1,yes,
TIK-17,530,1470,69%,52%,1423,c2,,
TIK-17,547,1139,69%,49%,1119,c1,yes,
TIK-17,547,1139,69%,49%,1119,c2,yes,
TIK-18,1660,1522,69%,48%,1401,c1,yes,
TIK-18,1660,1522,69%,48%,1401,c2,yes,
TIK-19,1296,965,69%,48%,937,c1,yes,
TIK-19,1296,965,69%,48%,937,c2,yes,
TIK-20,1977,1894,69%,48%,1849,c1,,
TIK-20,1977,1894,69%,48%,1849,c2,yes,
TIK-22,341,1053,69%,48%,1015,c1,yes,
TIK-22,341,1053,69%,48%,1015,c2,,
TIK-22,395,1113,69%,51%,1087,c1,,
TIK-22,395,1113,69%,51%,1087,c2,,
TIK-23,2057,1317,69%,57%,1255,c1,yes,
TIK-23,2057,1317,69%,57%,1255,c2,yes,
TIK-24,1563,1046,69%,52%,985,c1,yes,
TIK-24,1563,1046,69%,52%,985,c2,,
TIK-25,1035,1371,69%,52%,1328,c1,yes,
TIK-25,1035,1371,69%,52%,1328,c2,yes,
TIK-25,1041,1554,69%,53%,1466,c1,yes,
TIK-25,1041,1554,69%,53%,1466,c2,yes,
TIK-25,1043,926,69%,50%,862,c1,yes,
TIK-25,1043,926,69%,50%,862,c2,yes,
TIK-25,975,999,69%,53%,947,c1,yes,
TIK-25,975,999,69%,53%,947,c2,yes,
TIK-25,985,1187,69%,52%,1154,c1,yes,
TIK-25,985,1187,69%,52%,1154,c2,yes,
TIK-25,989,764,69%,52%,736,c1,yes,
TIK-25,989,764,69%,52%,736,c2,yes,
TIK-27,1368,1492,69%,46%,1470,c1,yes,
TIK-27,1368,1492,69%,46%,1470,c2,yes,
TIK-27,1378,1057,69%,52%,1027,c1,yes,
TIK-27,1378,1057,69%,52%,1027,c2,yes,
TIK-27,1397,1070,69%,47%,1034,c1,yes,
TIK-27,1397,1070,69%,47%,1034,c2,yes,
TIK-27,1399,1067,69%,47%,1045,c1,yes,
TIK-27,1399,1067,69%,47%,1045,c2,yes,
TIK-28,1935,986,69%,53%,977,c1,yes,
TIK-28,1935,986,69%,53%,977,c2,yes,
TIK-29,2159,1760,69%,50%,1720,c1,yes,
TIK-29,2159,1760,69%,50%,1720,c2,yes,
TIK-29,2163,1394,69%,52%,1379,c1,yes,
TIK-29,2163,1394,69%,52%,1379,c2,yes,
TIK-1,15,1251,68%,48%,1000,c1,yes,
TIK-1,15,1251,68%,48%,1000,c2,yes,
TIK-1,19,1064,68%,49%,1045,c1,yes,
TIK-1,19,1064,68%,49%,1045,c2,yes,
TIK-1,44,785,68%,47%,761,c1,,
TIK-1,44,785,68%,47%,761,c2,yes,
TIK-2,108,1002,68%,45%,822,c1,yes,
TIK-2,108,1002,68%,45%,822,c2,yes,
TIK-2,109,1106,68%,48%,1048,c1,yes,
TIK-2,109,1106,68%,48%,1048,c2,yes,
TIK-2,163,810,68%,49%,778,c1,yes,
TIK-2,163,810,68%,49%,778,c2,yes,
TIK-2,177,1354,68%,49%,1247,c1,,
TIK-2,177,1354,68%,49%,1247,c2,yes,
TIK-3,626,935,68%,55%,917,c1,,
TIK-3,626,935,68%,55%,917,c2,,
TIK-3,627,969,68%,51%,945,c1,,
TIK-3,627,969,68%,51%,945,c2,yes,
TIK-4,934,1116,68%,50%,1077,c1,yes,
TIK-4,934,1116,68%,50%,1077,c2,yes,
TIK-4,947,961,68%,46%,878,c1,yes,
TIK-4,947,961,68%,46%,878,c2,yes,
TIK-8,1719,960,68%,54%,949,c1,yes,
TIK-8,1719,960,68%,54%,949,c2,yes,
TIK-9,1794,1444,68%,54%,1408,c1,yes,
TIK-9,1794,1444,68%,54%,1408,c2,yes,
TIK-9,1799,1071,68%,56%,945,c1,yes,
TIK-9,1799,1071,68%,56%,945,c2,yes,
TIK-9,1827,1456,68%,50%,1446,c1,yes,
TIK-9,1827,1456,68%,50%,1446,c2,yes,
TIK-9,1828,1387,68%,52%,1343,c1,yes,
TIK-9,1828,1387,68%,52%,1343,c2,yes,
TIK-9,1844,1401,68%,52%,1365,c1,,
TIK-9,1844,1401,68%,52%,1365,c2,yes,
TIK-10,209,1255,68%,53%,1209,c1,yes,
TIK-10,209,1255,68%,53%,1209,c2,yes,
TIK-11,480,1599,68%,55%,1554,c1,yes,
TIK-11,480,1599,68%,55%,1554,c2,yes,
TIK-11,503,1779,68%,48%,1713,c1,,
TIK-11,503,1779,68%,48%,1713,c2,yes,
TIK-14,275,1201,68%,54%,1171,c1,yes,
TIK-14,275,1201,68%,54%,1171,c2,yes,
TIK-14,282,1505,68%,53%,1455,c1,yes,
TIK-14,282,1505,68%,53%,1455,c2,yes,
TIK-14,307,1257,68%,46%,1254,c1,yes,
TIK-14,307,1257,68%,46%,1254,c2,yes,
TIK-15,1220,1271,68%,54%,1216,c1,yes,
TIK-15,1220,1271,68%,54%,1216,c2,yes,
TIK-18,1617,1053,68%,49%,1004,c1,yes,
TIK-18,1617,1053,68%,49%,1004,c2,yes,
TIK-18,1618,985,68%,49%,962,c1,yes,
TIK-18,1618,985,68%,49%,962,c2,yes,
TIK-20,1972,1155,68%,53%,1148,c1,,
TIK-20,1972,1155,68%,53%,1148,c2,yes,
TIK-20,1984,1623,68%,52%,1580,c1,yes,
TIK-20,1984,1623,68%,52%,1580,c2,,
TIK-20,1990,786,68%,53%,720,c1,yes,
TIK-20,1990,786,68%,53%,720,c2,,
TIK-20,2004,1584,68%,54%,1560,c1,yes,
TIK-20,2004,1584,68%,54%,1560,c2,yes,
TIK-20,2010,1686,68%,50%,1631,c1,yes,
TIK-20,2010,1686,68%,50%,1631,c2,yes,
TIK-20,2016,1457,68%,52%,1447,c1,yes,
TIK-20,2016,1457,68%,52%,1447,c2,yes,
TIK-20,2020,1293,68%,51%,1220,c1,yes,
TIK-20,2020,1293,68%,51%,1220,c2,yes,
TIK-22,340,1071,68%,45%,1024,c1,yes,
TIK-22,340,1071,68%,45%,1024,c2,yes,
TIK-23,2081,1204,68%,51%,1157,c1,yes,
TIK-23,2081,1204,68%,51%,1157,c2,,
TIK-25,1010,1227,68%,51%,1202,c1,yes,
TIK-25,1010,1227,68%,51%,1202,c2,yes,
TIK-25,1011,743,68%,52%,721,c1,yes,
TIK-25,1011,743,68%,52%,721,c2,yes,
TIK-25,1014,1149,68%,53%,1120,c1,yes,
TIK-25,1014,1149,68%,53%,1120,c2,yes,
TIK-25,1015,1094,68%,55%,1030,c1,,
TIK-25,1015,1094,68%,55%,1030,c2,yes,
TIK-25,1018,1328,68%,53%,1241,c1,yes,
TIK-25,1018,1328,68%,53%,1241,c2,yes,
TIK-25,1022,1365,68%,54%,1204,c1,,
TIK-25,1022,1365,68%,54%,1204,c2,yes,
TIK-25,1024,1191,68%,54%,1162,c1,yes,
TIK-25,1024,1191,68%,54%,1162,c2,yes,
TIK-25,986,1200,68%,50%,1157,c1,yes,
TIK-25,986,1200,68%,50%,1157,c2,yes,
TIK-27,1381,1256,68%,51%,1222,c1,yes,
TIK-27,1381,1256,68%,51%,1222,c2,yes,
TIK-28,1895,1092,68%,50%,1073,c1,yes,
TIK-28,1895,1092,68%,50%,1073,c2,yes,
TIK-28,1924,1401,68%,49%,1374,c1,yes,
TIK-28,1924,1401,68%,49%,1374,c2,yes,
TIK-29,2109,1456,68%,52%,1311,c1,yes,
TIK-29,2109,1456,68%,52%,1311,c2,,
TIK-29,2135,1572,68%,52%,1535,c1,yes,
TIK-29,2135,1572,68%,52%,1535,c2,yes,
TIK-30,2265,1816,68%,47%,1669,c1,yes,
TIK-30,2265,1816,68%,47%,1669,c2,yes,
TIK-2,122,973,67%,46%,935,c1,,
TIK-2,122,973,67%,46%,935,c2,yes,
TIK-2,142,1099,67%,47%,985,c1,yes,
TIK-2,142,1099,67%,47%,985,c2,yes,
TIK-2,144,906,67%,50%,876,c1,yes,
TIK-2,144,906,67%,50%,876,c2,,
TIK-2,160,1024,67%,50%,984,c1,,
TIK-2,160,1024,67%,50%,984,c2,yes,
TIK-2,161,1044,67%,50%,982,c1,yes,
TIK-2,161,1044,67%,50%,982,c2,yes,
TIK-2,174,1274,67%,47%,1245,c1,yes,
TIK-2,174,1274,67%,47%,1245,c2,yes,
TIK-3,594,860,67%,48%,839,c1,yes,
TIK-3,594,860,67%,48%,839,c2,yes,
TIK-4,930,1062,67%,49%,1025,c1,,
TIK-4,930,1062,67%,49%,1025,c2,yes,
TIK-4,933,1231,67%,53%,1176,c1,yes,
TIK-4,933,1231,67%,53%,1176,c2,yes,
TIK-5,1511,1440,67%,54%,1415,c1,yes,
TIK-5,1511,1440,67%,54%,1415,c2,yes,
TIK-5,1523,1455,67%,50%,1443,c1,yes,
TIK-5,1523,1455,67%,50%,1443,c2,yes,
TIK-7,804,1365,67%,50%,1320,c1,yes,
TIK-7,804,1365,67%,50%,1320,c2,yes,
TIK-7,809,1407,67%,50%,1360,c1,,
TIK-7,809,1407,67%,50%,1360,c2,yes,
TIK-8,1691,1423,67%,53%,1398,c1,yes,
TIK-8,1691,1423,67%,53%,1398,c2,yes,
TIK-9,1793,1213,67%,49%,1178,c1,yes,
TIK-9,1793,1213,67%,49%,1178,c2,yes,
TIK-10,199,1233,67%,54%,1198,c1,yes,
TIK-10,199,1233,67%,54%,1198,c2,yes,
TIK-10,226,1321,67%,51%,1279,c1,yes,
TIK-10,226,1321,67%,51%,1279,c2,yes,
TIK-11,416,1717,67%,50%,1671,c1,yes,
TIK-11,416,1717,67%,50%,1671,c2,yes,
TIK-11,438,1385,67%,48%,1341,c1,yes,
TIK-11,438,1385,67%,48%,1341,c2,yes,
TIK-11,451,1277,67%,54%,1235,c1,yes,
TIK-11,451,1277,67%,54%,1235,c2,,
TIK-12,1725,809,67%,49%,796,c1,yes,
TIK-12,1725,809,67%,49%,796,c2,yes,
TIK-12,1731,1581,67%,45%,1529,c1,yes,
TIK-12,1731,1581,67%,45%,1529,c2,yes,
TIK-12,1747,1258,67%,53%,1211,c1,yes,
TIK-12,1747,1258,67%,53%,1211,c2,yes,
TIK-12,1783,1350,67%,49%,1320,c1,yes,
TIK-12,1783,1350,67%,49%,1320,c2,yes,
TIK-13,1263,1231,67%,51%,1187,c1,yes,
TIK-13,1263,1231,67%,51%,1187,c2,yes,
TIK-14,280,1258,67%,52%,1230,c1,yes,
TIK-14,280,1258,67%,52%,1230,c2,yes,
TIK-14,286,780,67%,50%,756,c1,yes,
TIK-14,286,780,67%,50%,756,c2,yes,
TIK-14,304,1232,67%,46%,1222,c1,yes,
TIK-14,304,1232,67%,46%,1222,c2,,
TIK-17,512,1146,67%,48%,1137,c1,yes,
TIK-17,512,1146,67%,48%,1137,c2,yes,
TIK-17,521,1671,67%,50%,1623,c1,yes,
TIK-17,521,1671,67%,50%,1623,c2,yes,
TIK-17,528,1134,67%,52%,1093,c1,yes,
TIK-17,528,1134,67%,52%,1093,c2,yes,
TIK-17,533,1570,67%,50%,1506,c1,yes,
TIK-17,533,1570,67%,50%,1506,c2,yes,
TIK-19,1286,874,67%,50%,861,c1,yes,
TIK-19,1286,874,67%,50%,861,c2,,
TIK-19,1293,761,67%,46%,737,c1,yes,
TIK-19,1293,761,67%,46%,737,c2,yes,
TIK-19,1321,1114,67%,51%,1080,c1,yes,
TIK-19,1321,1114,67%,51%,1080,c2,yes,
TIK-19,1322,1314,67%,51%,1275,c1,yes,
TIK-19,1322,1314,67%,51%,1275,c2,yes,
TIK-19,1337,1692,67%,42%,1488,c1,yes,
TIK-19,1337,1692,67%,42%,1488,c2,,
TIK-20,1952,1164,67%,52%,1110,c1,yes,
TIK-20,1952,1164,67%,52%,1110,c2,yes,
TIK-20,1968,1727,67%,49%,1610,c1,yes,
TIK-20,1968,1727,67%,49%,1610,c2,yes,
TIK-22,330,1379,67%,48%,1347,c1,yes,
TIK-22,330,1379,67%,48%,1347,c2,yes,
TIK-22,355,1262,67%,44%,1233,c1,,
TIK-22,355,1262,67%,44%,1233,c2,yes,
TIK-22,369,1094,67%,46%,1060,c1,yes,
TIK-22,369,1094,67%,46%,1060,c2,yes,
TIK-23,2071,1122,67%,52%,1086,c1,,
TIK-23,2071,1122,67%,52%,1086,c2,yes,
TIK-24,1591,1358,67%,53%,1315,c1,,
TIK-24,1591,1358,67%,53%,1315,c2,yes,
TIK-24,1599,1463,67%,51%,1437,c1,yes,
TIK-24,1599,1463,67%,51%,1437,c2,yes,
TIK-24,1601,1270,67%,49%,1217,c1,yes,
TIK-24,1601,1270,67%,49%,1217,c2,yes,
TIK-25,1021,1419,67%,48%,1393,c1,yes,
TIK-25,1021,1419,67%,48%,1393,c2,yes,
TIK-25,1034,1312,67%,52%,1248,c1,yes,
TIK-25,1034,1312,67%,52%,1248,c2,,
TIK-25,995,1223,67%,51%,1202,c1,yes,
TIK-25,995,1223,67%,51%,1202,c2,yes,
TIK-26,1154,1435,67%,53%,1420,c1,yes,
TIK-26,1154,1435,67%,53%,1420,c2,yes,
TIK-27,1374,702,67%,51%,679,c1,yes,
TIK-27,1374,702,67%,51%,679,c2,yes,
TIK-27,1380,1095,67%,49%,1059,c1,yes,
TIK-27,1380,1095,67%,49%,1059,c2,yes,
TIK-27,1403,1487,67%,49%,1461,c1,yes,
TIK-27,1403,1487,67%,49%,1461,c2,yes,
TIK-28,1877,1461,67%,49%,1407,c1,yes,
TIK-28,1877,1461,67%,49%,1407,c2,yes,
TIK-28,1894,1838,67%,49%,1812,c1,yes,
TIK-28,1894,1838,67%,49%,1812,c2,yes,
TIK-1,21,1100,66%,41%,1013,c1,,
TIK-1,21,1100,66%,41%,1013,c2,yes,
TIK-1,26,702,66%,48%,681,c1,yes,
TIK-1,26,702,66%,48%,681,c2,,
TIK-1,37,627,66%,46%,615,c1,yes,
TIK-1,37,627,66%,46%,615,c2,yes,
TIK-1,49,1190,66%,47%,1165,c1,,
TIK-1,49,1190,66%,47%,1165,c2,yes,
TIK-2,126,862,66%,48%,838,c1,,
TIK-2,126,862,66%,48%,838,c2,yes,
TIK-2,173,1212,66%,48%,1177,c1,yes,
TIK-2,173,1212,66%,48%,1177,c2,yes,
TIK-3,625,1112,66%,49%,1090,c1,yes,
TIK-3,625,1112,66%,49%,1090,c2,yes,
TIK-4,915,1190,66%,50%,1164,c1,yes,
TIK-4,915,1190,66%,50%,1164,c2,yes,
TIK-5,1441,1548,66%,50%,1534,c1,yes,
TIK-5,1441,1548,66%,50%,1534,c2,yes,
TIK-5,1446,1299,66%,50%,1277,c1,yes,
TIK-5,1446,1299,66%,50%,1277,c2,yes,
TIK-5,1499,1536,66%,47%,1502,c1,yes,
TIK-5,1499,1536,66%,47%,1502,c2,yes,
TIK-5,1519,1676,66%,50%,1566,c1,yes,
TIK-5,1519,1676,66%,50%,1566,c2,yes,
TIK-5,1521,1148,66%,48%,1132,c1,yes,
TIK-5,1521,1148,66%,48%,1132,c2,yes,
TIK-7,760,1184,66%,50%,1152,c1,yes,
TIK-7,760,1184,66%,50%,1152,c2,yes,
TIK-7,801,1031,66%,50%,1008,c1,yes,
TIK-7,801,1031,66%,50%,1008,c2,yes,
TIK-8,1687,1297,66%,53%,1269,c1,yes,
TIK-8,1687,1297,66%,53%,1269,c2,yes,
TIK-8,1693,1763,66%,52%,1733,c1,yes,
TIK-8,1693,1763,66%,52%,1733,c2,,
TIK-8,1698,1382,66%,51%,1344,c1,yes,
TIK-8,1698,1382,66%,51%,1344,c2,yes,
TIK-8,1713,1221,66%,52%,1202,c1,yes,
TIK-8,1713,1221,66%,52%,1202,c2,yes,
TIK-9,1801,1252,66%,44%,1154,c1,yes,
TIK-9,1801,1252,66%,44%,1154,c2,yes,
TIK-9,1803,1542,66%,47%,1511,c1,yes,
TIK-9,1803,1542,66%,47%,1511,c2,yes,
TIK-9,1813,1486,66%,50%,1457,c1,yes,
TIK-9,1813,1486,66%,50%,1457,c2,yes,
TIK-9,1819,1366,66%,50%,1343,c1,yes,
TIK-9,1819,1366,66%,50%,1343,c2,yes,
TIK-9,1822,1262,66%,50%,1247,c1,yes,
TIK-9,1822,1262,66%,50%,1247,c2,,
TIK-9,1832,1289,66%,51%,1220,c1,yes,
TIK-9,1832,1289,66%,51%,1220,c2,yes,
TIK-9,1841,1201,66%,50%,1176,c1,yes,
TIK-9,1841,1201,66%,50%,1176,c2,yes,
TIK-10,202,1081,66%,52%,1056,c1,yes,
TIK-10,202,1081,66%,52%,1056,c2,yes,
TIK-10,207,882,66%,49%,861,c1,yes,
TIK-10,207,882,66%,49%,861,c2,yes,
TIK-10,240,1069,66%,49%,1016,c1,yes,
TIK-10,240,1069,66%,49%,1016,c2,yes,
TIK-11,465,1168,66%,48%,1144,c1,yes,
TIK-11,465,1168,66%,48%,1144,c2,yes,
TIK-11,466,1392,66%,50%,1348,c1,yes,
TIK-11,466,1392,66%,50%,1348,c2,yes,
TIK-11,489,1172,66%,50%,1137,c1,yes,
TIK-11,489,1172,66%,50%,1137,c2,yes,
TIK-11,494,1138,66%,51%,1108,c1,yes,
TIK-11,494,1138,66%,51%,1108,c2,yes,
TIK-12,1726,1719,66%,47%,1711,c1,yes,
TIK-12,1726,1719,66%,47%,1711,c2,yes,
TIK-12,1733,1353,66%,49%,1322,c1,,
TIK-12,1733,1353,66%,49%,1322,c2,yes,
TIK-12,1746,706,66%,49%,690,c1,yes,
TIK-12,1746,706,66%,49%,690,c2,yes,
TIK-12,1748,1215,66%,48%,1192,c1,yes,
TIK-12,1748,1215,66%,48%,1192,c2,yes,
TIK-12,1765,1732,66%,50%,1708,c1,,
TIK-12,1765,1732,66%,50%,1708,c2,yes,
TIK-12,1768,1171,66%,48%,1153,c1,yes,
TIK-12,1768,1171,66%,48%,1153,c2,yes,
TIK-12,1772,1202,66%,51%,1199,c1,yes,
TIK-12,1772,1202,66%,51%,1199,c2,yes,
TIK-14,279,1072,66%,50%,1055,c1,yes,
TIK-14,279,1072,66%,50%,1055,c2,yes,
TIK-14,283,1461,66%,53%,1422,c1,yes,
TIK-14,283,1461,66%,53%,1422,c2,yes,
TIK-15,1228,983,66%,52%,947,c1,yes,
TIK-15,1228,983,66%,52%,947,c2,yes,
TIK-15,1236,1280,66%,52%,1254,c1,yes,
TIK-15,1236,1280,66%,52%,1254,c2,yes,
TIK-16,2201,1274,66%,47%,1184,c1,,
TIK-16,2201,1274,66%,47%,1184,c2,yes,
TIK-17,526,1437,66%,52%,1375,c1,yes,
TIK-17,526,1437,66%,52%,1375,c2,yes,
TIK-19,1283,1026,66%,46%,1014,c1,,
TIK-19,1283,1026,66%,46%,1014,c2,yes,
TIK-19,1288,619,66%,45%,598,c1,yes,
TIK-19,1288,619,66%,45%,598,c2,,
TIK-19,1314,990,66%,50%,972,c1,yes,
TIK-19,1314,990,66%,50%,972,c2,yes,
TIK-19,1335,1164,66%,49%,1138,c1,yes,
TIK-19,1335,1164,66%,49%,1138,c2,yes,
TIK-20,1950,1609,66%,52%,1551,c1,yes,
TIK-20,1950,1609,66%,52%,1551,c2,yes,
TIK-20,1955,1355,66%,51%,1316,c1,yes,
TIK-20,1955,1355,66%,51%,1316,c2,yes,
TIK-20,1963,1743,66%,49%,1683,c1,yes,
TIK-20,1963,1743,66%,49%,1683,c2,yes,
TIK-20,1985,1292,66%,48%,1236,c1,yes,
TIK-20,1985,1292,66%,48%,1236,c2,,
TIK-20,1988,1096,66%,53%,1065,c1,yes,
TIK-20,1988,1096,66%,53%,1065,c2,yes,
TIK-20,1997,864,66%,51%,811,c1,yes,
TIK-20,1997,864,66%,51%,811,c2,yes,
TIK-22,336,1280,66%,48%,1256,c1,yes,
TIK-22,336,1280,66%,48%,1256,c2,yes,
TIK-22,362,1092,66%,47%,1049,c1,yes,
TIK-22,362,1092,66%,47%,1049,c2,yes,
TIK-22,381,1020,66%,49%,997,c1,yes,
TIK-22,381,1020,66%,49%,997,c2,yes,
TIK-23,2037,1601,66%,53%,1575,c1,yes,
TIK-23,2037,1601,66%,53%,1575,c2,yes,
TIK-23,2074,1093,66%,45%,1046,c1,,
TIK-23,2074,1093,66%,45%,1046,c2,yes,
TIK-23,2078,1585,66%,53%,1520,c1,yes,
TIK-23,2078,1585,66%,53%,1520,c2,yes,
TIK-23,2090,1394,66%,48%,1358,c1,yes,
TIK-23,2090,1394,66%,48%,1358,c2,yes,
TIK-24,1587,1600,66%,51%,1471,c1,yes,
TIK-24,1587,1600,66%,51%,1471,c2,yes,
TIK-24,1596,1545,66%,51%,1526,c1,yes,
TIK-24,1596,1545,66%,51%,1526,c2,yes,
TIK-25,1009,1208,66%,50%,1189,c1,yes,
TIK-25,1009,1208,66%,50%,1189,c2,yes,
TIK-25,1017,991,66%,50%,985,c1,yes,
TIK-25,1017,991,66%,50%,985,c2,yes,
TIK-25,1026,1274,66%,50%,1251,c1,yes,
TIK-25,1026,1274,66%,50%,1251,c2,yes,
TIK-25,1032,1269,66%,49%,1242,c1,yes,
TIK-25,1032,1269,66%,49%,1242,c2,,
TIK-25,1042,1446,66%,49%,1309,c1,yes,
